gene,rho,p_spin,p_fdr
GPN2,0.17248124812481253,0.36206379362063795,0.9999000099990001
TTLL5,0.1724092409240924,0.24177582241775822,0.9999000099990001
SLC44A5,0.17220522052205223,0.49445055494450557,0.9999000099990001
TMEM91,0.17209720972097217,0.42115788421157885,0.9999000099990001
SMIM30,0.1718211821182119,0.47885211478852113,0.9999000099990001
FAM105A,0.17170117011701175,0.4587541245875412,0.9999000099990001
WFIKKN1,0.1714611461146115,0.39536046395360464,0.9999000099990001
DTWD1,0.17143714371437146,0.47215278472152783,0.9999000099990001
LOC105373383,0.17130513051305135,0.48235176482351766,0.9999000099990001
PCDHGA12,0.17117311731173118,0.3802619738026197,0.9999000099990001
BARD1,0.1711371137113712,0.46795320467953205,0.9999000099990001
WHRN,0.17094509450945095,0.30116988301169884,0.9999000099990001
CFP,0.17088508850885092,0.34996500349965004,0.9999000099990001
RAE1,0.1708490849084909,0.45515448455154484,0.9999000099990001
FAM151B,0.17072907290729075,0.4183581641835816,0.9999000099990001
ZC3H10,0.17057305730573058,0.34506549345065496,0.9999000099990001
ZNF37A,0.17004500450045007,0.3167683231676832,0.9999000099990001
PTPRG,0.16998499849985002,0.40615938406159385,0.9999000099990001
SLC24A4,0.16930093009300934,0.3765623437656234,0.9999000099990001
MHENCR,0.1692889288928893,0.2846715328467153,0.9999000099990001
ZNF682,0.16885688568856888,0.2806719328067193,0.9999000099990001
AFF2,0.16878487848784884,0.4072592740725927,0.9999000099990001
PRPH2,0.16862886288628867,0.5674432556744325,0.9999000099990001
RABAC1,0.16862886288628864,0.46655334466553344,0.9999000099990001
PPP2R3B,0.16861686168616863,0.26507349265073493,0.9999000099990001
FAM185A,0.1685568556855686,0.41975802419758024,0.9999000099990001
FBXO44,0.16834083408340839,0.47585241475852413,0.9999000099990001
TRIM24,0.16822082208220826,0.5612438756124387,0.9999000099990001
RARRES3,0.16798079807980804,0.34826517348265174,0.9999000099990001
SIAH2,0.167944794479448,0.26517348265173485,0.9999000099990001
UBE2R2,0.16768076807680776,0.505949405059494,0.9999000099990001
NPY5R,0.16760876087608767,0.5467453254674532,0.9999000099990001
CLNS1A,0.1675487548754876,0.4550544945505449,0.9999000099990001
FOXRED2,0.1674407440744075,0.5003499650034996,0.9999000099990001
HECTD1,0.1673927392739274,0.29727027297270275,0.9999000099990001
IMMP2L,0.16721272127212722,0.42895710428957107,0.9999000099990001
MOB1A,0.1671767176717672,0.16818318168183183,0.9999000099990001
MKRN1,0.1671047104710471,0.26817318268173185,0.9999000099990001
DDI2,0.16704470447044706,0.33436656334366566,0.9999000099990001
BHLHB9,0.16684068406840688,0.23677632236776322,0.9999000099990001
TGFBR2,0.16661266126612662,0.1847815218478152,0.9999000099990001
CACNA1G,0.16619261926192624,0.39406059394060594,0.9999000099990001
TMSB15B,0.165964596459646,0.4771522847715228,0.9999000099990001
